disease,county,year,count
Rubella,California,2011,0
Rubella,California,2012,1
Rubella,California,2013,0
Rubella,California,2014,2
Rubella,California,2015,0
Rubella,California,2016,0
Rubella,California,2017,1
Rubella,California,2018,0
Rubella,Colusa,2010,0
Rubella,Colusa,2011,0
Rubella,Colusa,2012,0
Rubella,Colusa,2013,0
Rubella,Colusa,2014,0
Rubella,Colusa,2015,0
Rubella,Colusa,2016,0
Rubella,Colusa,2017,0
Rubella,Colusa,2018,0
Rubella,Contra Costa,2010,0
Rubella,Contra Costa,2011,0
Rubella,Contra Costa,2012,0
Rubella,Contra Costa,2013,0
Rubella,Contra Costa,2014,0
Rubella,Contra Costa,2015,0
Rubella,Contra Costa,2016,0
Rubella,Contra Costa,2017,0
Rubella,Contra Costa,2018,0
Rubella,Del Norte,2010,0
Rubella,Del Norte,2011,0
Rubella,Del Norte,2012,0
Rubella,Del Norte,2013,0
Rubella,Del Norte,2014,0
Rubella,Del Norte,2015,0
Rubella,Del Norte,2016,0
Rubella,Del Norte,2017,0
Rubella,Del Norte,2018,0
Rubella,El Dorado,2010,0
Rubella,El Dorado,2011,0
Rubella,El Dorado,2012,0
Rubella,El Dorado,2013,0
Rubella,El Dorado,2014,0
Rubella,El Dorado,2015,0
Rubella,El Dorado,2016,0
Rubella,El Dorado,2017,0
Rubella,El Dorado,2018,0
Rubella,Fresno,2010,0
Rubella,Fresno,2011,0
Rubella,Fresno,2012,0
Rubella,Fresno,2013,0
Rubella,Fresno,2014,0
Rubella,Fresno,2015,0
Rubella,Fresno,2016,0
Rubella,Fresno,2017,0
Rubella,Fresno,2018,0
Rubella,Glenn,2010,0
Rubella,Glenn,2011,0
Rubella,Glenn,2012,0
Rubella,Glenn,2013,0
Rubella,Glenn,2014,0
Rubella,Glenn,2015,0
Rubella,Glenn,2016,0
Rubella,Glenn,2017,0
Rubella,Glenn,2018,0
Rubella,Humboldt,2010,0
Rubella,Humboldt,2011,0
Rubella,Humboldt,2012,0
Rubella,Humboldt,2013,0
Rubella,Humboldt,2014,0
Rubella,Humboldt,2015,0
Rubella,Humboldt,2016,0
Rubella,Humboldt,2017,0
Rubella,Humboldt,2018,0
Rubella,Imperial,2010,0
Rubella,Imperial,2011,0
Rubella,Imperial,2012,0
Rubella,Imperial,2013,0
Rubella,Imperial,2014,0
Rubella,Imperial,2015,0
Rubella,Imperial,2016,0
Rubella,Imperial,2017,0
Rubella,Imperial,2018,0
Rubella,Inyo,2010,0
Rubella,Inyo,2011,0
Rubella,Inyo,2012,0
Rubella,Inyo,2013,0
Rubella,Inyo,2014,0
Rubella,Inyo,2015,0
Rubella,Inyo,2016,0
Rubella,Inyo,2017,0
Rubella,Inyo,2018,0
Rubella,Kern,2010,0
Rubella,Kern,2011,0
Rubella,Kern,2012,0
Rubella,Kern,2013,0
Rubella,Kern,2014,0
Rubella,Kern,2015,0
Rubella,Kern,2016,0
Rubella,Kern,2017,0
Rubella,Kern,2018,0
Rubella,Kings,2010,0
Rubella,Kings,2011,0
Rubella,Kings,2012,0
Rubella,Kings,2013,0
Rubella,Kings,2014,0
Rubella,Kings,2015,0
Rubella,Kings,2016,0
Rubella,Kings,2017,0
Rubella,Kings,2018,0
Rubella,Lake,2010,0
Rubella,Lake,2011,0
Rubella,Lake,2012,0
Rubella,Lake,2013,0
Rubella,Lake,2014,0
Rubella,Lake,2015,0
Rubella,Lake,2016,0
Rubella,Lake,2017,0
Rubella,Lake,2018,0
Rubella,Lassen,2010,0
Rubella,Lassen,2011,0
Rubella,Lassen,2012,0
Rubella,Lassen,2013,0
Rubella,Lassen,2014,0
Rubella,Lassen,2015,0
Rubella,Lassen,2016,0
Rubella,Lassen,2017,0
Rubella,Lassen,2018,0
Rubella,Los Angeles,2010,0
Rubella,Los Angeles,2011,0
Rubella,Los Angeles,2012,0
Rubella,Los Angeles,2013,0
Rubella,Los Angeles,2014,0
Rubella,Los Angeles,2015,0
Rubella,Los Angeles,2016,0
Rubella,Los Angeles,2017,0
Rubella,Los Angeles,2018,0
Rubella,Madera,2010,0
Rubella,Madera,2011,0
Rubella,Madera,2012,0
Rubella,Madera,2013,0
Rubella,Madera,2014,0
Rubella,Madera,2015,0
Rubella,Madera,2016,0
Rubella,Madera,2017,0
Rubella,Madera,2018,0
Rubella,Marin,2010,0
Rubella,Marin,2011,0
Rubella,Marin,2012,0
Rubella,Marin,2013,0
Rubella,Marin,2014,0
Rubella,Marin,2015,0
Rubella,Marin,2016,0
Rubella,Marin,2017,0
Rubella,Marin,2018,0
Rubella,Mariposa,2010,0
Rubella,Mariposa,2011,0
Rubella,Mariposa,2012,0
Rubella,Mariposa,2013,0
Rubella,Mariposa,2014,0
Rubella,Mariposa,2015,0
Rubella,Mariposa,2016,0
Rubella,Mariposa,2017,0
Rubella,Mariposa,2018,0
Rubella,Mendocino,2010,0
Rubella,Mendocino,2011,0
Rubella,Mendocino,2012,0
Rubella,Mendocino,2013,0
Rubella,Mendocino,2014,0
Rubella,Mendocino,2015,0
Rubella,Mendocino,2016,0
Rubella,Mendocino,2017,0
Rubella,Mendocino,2018,0
Rubella,Merced,2010,0
Rubella,Merced,2011,0
Rubella,Merced,2012,0
Rubella,Merced,2013,0
Rubella,Merced,2014,0
Rubella,Merced,2015,0
Rubella,Merced,2016,0
Rubella,Merced,2017,0
Rubella,Merced,2018,0
Rubella,Modoc,2010,0
Rubella,Modoc,2011,0
Rubella,Modoc,2012,0
Rubella,Modoc,2013,0
Rubella,Modoc,2014,0
Rubella,Modoc,2015,0
Rubella,Modoc,2016,0
Rubella,Modoc,2017,0
Rubella,Modoc,2018,0
Rubella,Mono,2010,0
Rubella,Mono,2011,0
Rubella,Mono,2012,0
Rubella,Mono,2013,0
Rubella,Mono,2014,0
Rubella,Mono,2015,0
Rubella,Mono,2016,0
Rubella,Mono,2017,0
Rubella,Mono,2018,0
Rubella,Monterey,2010,0
Rubella,Monterey,2011,0
Rubella,Monterey,2012,0
Rubella,Monterey,2013,0
Rubella,Monterey,2014,0
Rubella,Monterey,2015,0
Rubella,Monterey,2016,0
Rubella,Monterey,2017,0
Rubella,Monterey,2018,0
Rubella,Napa,2010,0
Rubella,Napa,2011,0
Rubella,Napa,2012,0
Rubella,Napa,2013,0
Rubella,Napa,2014,0
Rubella,Napa,2015,0
Rubella,Napa,2016,0
Rubella,Napa,2017,0
Rubella,Napa,2018,0
Rubella,Nevada,2010,0
Rubella,Nevada,2011,0
Rubella,Nevada,2012,0
Rubella,Nevada,2013,0
Rubella,Nevada,2014,0
Rubella,Nevada,2015,0
Rubella,Nevada,2016,0
Rubella,Nevada,2017,0
Rubella,Nevada,2018,0
Rubella,Orange,2010,0
Rubella,Orange,2011,0
Rubella,Orange,2012,0
Rubella,Orange,2013,0
Rubella,Orange,2014,0
Rubella,Orange,2015,0
Rubella,Orange,2016,0
Rubella,Orange,2017,0
Rubella,Orange,2018,0
Rubella,Placer,2010,0
Rubella,Placer,2011,0
Rubella,Placer,2012,0
Rubella,Placer,2013,0
Rubella,Placer,2014,0
Rubella,Placer,2015,0
Rubella,Placer,2016,0
Rubella,Placer,2017,0
Rubella,Placer,2018,0
Rubella,Plumas,2010,0
Rubella,Plumas,2011,0
Rubella,Plumas,2012,0
Rubella,Plumas,2013,0
Rubella,Plumas,2014,0
Rubella,Plumas,2015,0
Rubella,Plumas,2016,0
Rubella,Plumas,2017,0
Rubella,Plumas,2018,0
Rubella,Riverside,2010,0
Rubella,Riverside,2011,0
Rubella,Riverside,2012,0
Rubella,Riverside,2013,0
Rubella,Riverside,2014,0
Rubella,Riverside,2015,0
Rubella,Riverside,2016,0
Rubella,Riverside,2017,1
Rubella,Riverside,2018,0
Rubella,Sacramento,2010,0
Rubella,Sacramento,2011,0
Rubella,Sacramento,2012,0
Rubella,Sacramento,2013,0
Rubella,Sacramento,2014,0
Rubella,Sacramento,2015,0
Rubella,Sacramento,2016,0
Rubella,Sacramento,2017,0
Rubella,Sacramento,2018,0
Rubella,San Benito,2010,0
Rubella,San Benito,2011,0
Rubella,San Benito,2012,0
Rubella,San Benito,2013,0
Rubella,San Benito,2014,0
Rubella,San Benito,2015,0
Rubella,San Benito,2016,0
Rubella,San Benito,2017,0
Rubella,San Benito,2018,0
Rubella,San Bernardino,2010,0
Rubella,San Bernardino,2011,0
Rubella,San Bernardino,2012,0
Rubella,San Bernardino,2013,0
Rubella,San Bernardino,2014,0
Rubella,San Bernardino,2015,0
Rubella,San Bernardino,2016,0
Rubella,San Bernardino,2017,0
Rubella,San Bernardino,2018,0
Rubella,San Diego,2010,0
Rubella,San Diego,2011,0
Rubella,San Diego,2012,0
Rubella,San Diego,2013,0
Rubella,San Diego,2014,0
Rubella,San Diego,2015,0
Rubella,San Diego,2016,0
Rubella,San Diego,2017,0
Rubella,San Diego,2018,0
Rubella,San Francisco,2010,1
Rubella,San Francisco,2011,0
Rubella,San Francisco,2012,0
Rubella,San Francisco,2013,0
Rubella,San Francisco,2014,0
Rubella,San Francisco,2015,0
Rubella,San Francisco,2016,0
Rubella,San Francisco,2017,0
Rubella,San Francisco,2018,0
Rubella,San Joaquin,2010,0
Rubella,San Joaquin,2011,0
Rubella,San Joaquin,2012,0
Rubella,San Joaquin,2013,0
Rubella,San Joaquin,2014,0
Rubella,San Joaquin,2015,0
Rubella,San Joaquin,2016,0
Rubella,San Joaquin,2017,0
Rubella,San Joaquin,2018,0
Rubella,San Luis Obispo,2010,0
Rubella,San Luis Obispo,2011,0
Rubella,San Luis Obispo,2012,0
Rubella,San Luis Obispo,2013,0
Rubella,San Luis Obispo,2014,0
Rubella,San Luis Obispo,2015,0
Rubella,San Luis Obispo,2016,0
Rubella,San Luis Obispo,2017,0
Rubella,San Luis Obispo,2018,0
Rubella,San Mateo,2010,0
Rubella,San Mateo,2011,0
Rubella,San Mateo,2012,0
Rubella,San Mateo,2013,0
Rubella,San Mateo,2014,1
Rubella,San Mateo,2015,0
Rubella,San Mateo,2016,0
Rubella,San Mateo,2017,0
Rubella,San Mateo,2018,0
Rubella,Santa Barbara,2010,0
Rubella,Santa Barbara,2011,0
Rubella,Santa Barbara,2012,0
Rubella,Santa Barbara,2013,0
Rubella,Santa Barbara,2014,0
Rubella,Santa Barbara,2015,0
Rubella,Santa Barbara,2016,0
Rubella,Santa Barbara,2017,0
Rubella,Santa Barbara,2018,0
Rubella,Santa Clara,2010,0
Rubella,Santa Clara,2011,0
Rubella,Santa Clara,2012,1
Rubella,Santa Clara,2013,0
Rubella,Santa Clara,2014,0
Rubella,Santa Clara,2015,0
Rubella,Santa Clara,2016,0
Rubella,Santa Clara,2017,0
Rubella,Santa Clara,2018,0
Rubella,Santa Cruz,2010,0
Rubella,Santa Cruz,2011,0
Rubella,Santa Cruz,2012,0
Rubella,Santa Cruz,2013,0
Rubella,Santa Cruz,2014,0
Rubella,Santa Cruz,2015,0
Rubella,Santa Cruz,2016,0
Rubella,Santa Cruz,2017,0
Rubella,Santa Cruz,2018,0
Rubella,Shasta,2010,0
Rubella,Shasta,2011,0
Rubella,Shasta,2012,0
Rubella,Shasta,2013,0
Rubella,Shasta,2014,0
Rubella,Shasta,2015,0
Rubella,Shasta,2016,0
Rubella,Shasta,2017,0
Rubella,Shasta,2018,0
Rubella,Sierra,2010,0
Rubella,Sierra,2011,0
Rubella,Sierra,2012,0
Rubella,Sierra,2013,0
Rubella,Sierra,2014,0
Rubella,Sierra,2015,0
Rubella,Sierra,2016,0
Rubella,Sierra,2017,0
Rubella,Sierra,2018,0
Rubella,Siskiyou,2010,0
Rubella,Siskiyou,2011,0
Rubella,Siskiyou,2012,0
Rubella,Siskiyou,2013,0
Rubella,Siskiyou,2014,0
Rubella,Siskiyou,2015,0
Rubella,Siskiyou,2016,0
Rubella,Siskiyou,2017,0
Rubella,Siskiyou,2018,0
Rubella,Solano,2010,0
Rubella,Solano,2011,0
Rubella,Solano,2012,0
Rubella,Solano,2013,0
Rubella,Solano,2014,0
Rubella,Solano,2015,0
Rubella,Solano,2016,0
Rubella,Solano,2017,0
Rubella,Solano,2018,0
Rubella,Sonoma,2010,0
Rubella,Sonoma,2011,0
Rubella,Sonoma,2012,0
Rubella,Sonoma,2013,0
Rubella,Sonoma,2014,0
Rubella,Sonoma,2015,0
Rubella,Sonoma,2016,0
Rubella,Sonoma,2017,0
Rubella,Sonoma,2018,0
Rubella,Stanislaus,2010,0
Rubella,Stanislaus,2011,0
Rubella,Stanislaus,2012,0
Rubella,Stanislaus,2013,0
Rubella,Stanislaus,2014,0
Rubella,Stanislaus,2015,0
Rubella,Stanislaus,2016,0
Rubella,Stanislaus,2017,0
Rubella,Stanislaus,2018,0
Rubella,Sutter,2010,0
Rubella,Sutter,2011,0
Rubella,Sutter,2012,0
Rubella,Sutter,2013,0
Rubella,Sutter,2014,0
Rubella,Sutter,2015,0
Rubella,Sutter,2016,0
Rubella,Sutter,2017,0
Rubella,Sutter,2018,0
Rubella,Tehama,2010,0
Rubella,Tehama,2011,0
Rubella,Tehama,2012,0
Rubella,Tehama,2013,0
Rubella,Tehama,2014,0
Rubella,Tehama,2015,0
Rubella,Tehama,2016,0
Rubella,Tehama,2017,0
Rubella,Tehama,2018,0
Rubella,Trinity,2010,0
Rubella,Trinity,2011,0
Rubella,Trinity,2012,0
Rubella,Trinity,2013,0
Rubella,Trinity,2014,0
Rubella,Trinity,2015,0
Rubella,Trinity,2016,0
Rubella,Trinity,2017,0
Rubella,Trinity,2018,0
Rubella,Tulare,2010,0
Rubella,Tulare,2011,0
Rubella,Tulare,2012,0
Rubella,Tulare,2013,0
Rubella,Tulare,2014,0
Rubella,Tulare,2015,0
Rubella,Tulare,2016,0
Rubella,Tulare,2017,0
Rubella,Tulare,2018,0
Rubella,Tuolumne,2010,0
Rubella,Tuolumne,2011,0
Rubella,Tuolumne,2012,0
Rubella,Tuolumne,2013,0
Rubella,Tuolumne,2014,0
Rubella,Tuolumne,2015,0
Rubella,Tuolumne,2016,0
Rubella,Tuolumne,2017,0
Rubella,Tuolumne,2018,0
Rubella,Ventura,2010,0
Rubella,Ventura,2011,0
Rubella,Ventura,2012,0
Rubella,Ventura,2013,0
Rubella,Ventura,2014,0
Rubella,Ventura,2015,0
Rubella,Ventura,2016,0
Rubella,Ventura,2017,0
Rubella,Ventura,2018,0
Rubella,Yolo,2010,0
Rubella,Yolo,2011,0
Rubella,Yolo,2012,0
Rubella,Yolo,2013,0
Rubella,Yolo,2014,0
Rubella,Yolo,2015,0
Rubella,Yolo,2016,0
Rubella,Yolo,2017,0
Rubella,Yolo,2018,0
Rubella,Yuba,2010,0
Rubella,Yuba,2011,0
Rubella,Yuba,2012,0
Rubella,Yuba,2013,0
Rubella,Yuba,2014,0
Rubella,Yuba,2015,0
Rubella,Yuba,2016,0
Rubella,Yuba,2017,0
Rubella,Yuba,2018,0
Tetanus,Alameda,2001,1
Tetanus,Alameda,2002,0
Tetanus,Alameda,2003,0
Tetanus,Alameda,2004,0
Tetanus,Alameda,2005,1
Tetanus,Alameda,2006,0
Tetanus,Alameda,2007,1
Tetanus,Alameda,2008,0
Tetanus,Alameda,2009,0
Tetanus,Alameda,2010,0
Tetanus,Alameda,2011,0
Tetanus,Alameda,2012,0
Tetanus,Alameda,2013,0
Tetanus,Alameda,2014,0
Tetanus,Alameda,2015,0
Tetanus,Alameda,2016,0
Tetanus,Alameda,2017,1
Tetanus,Alameda,2018,0
Tetanus,Alpine,2001,0
Tetanus,Alpine,2002,0
Tetanus,Alpine,2003,0
Tetanus,Alpine,2004,0
Tetanus,Alpine,2005,0
Tetanus,Alpine,2006,0
Tetanus,Alpine,2007,0
Tetanus,Alpine,2008,0
Tetanus,Alpine,2009,0
Tetanus,Alpine,2010,0
Tetanus,Alpine,2011,0
Tetanus,Alpine,2012,0
Tetanus,Alpine,2013,0
Tetanus,Alpine,2014,0
Tetanus,Alpine,2015,0
Tetanus,Alpine,2016,0
Tetanus,Alpine,2017,0
Tetanus,Alpine,2018,0
Tetanus,Amador,2001,0
Tetanus,Amador,2002,0
Tetanus,Amador,2003,0
Tetanus,Amador,2004,0
Tetanus,Amador,2005,0
Tetanus,Amador,2006,0
Tetanus,Amador,2007,0
Tetanus,Amador,2008,0
Tetanus,Amador,2009,0
Tetanus,Amador,2010,0
Tetanus,Amador,2011,0
Tetanus,Amador,2012,0
Tetanus,Amador,2013,0
Tetanus,Amador,2014,0
Tetanus,Amador,2015,0
Tetanus,Amador,2016,0
Tetanus,Amador,2017,0
Tetanus,Amador,2018,0
Tetanus,Butte,2001,0
Tetanus,Butte,2002,0
Tetanus,Butte,2003,0
Tetanus,Butte,2004,0
Tetanus,Butte,2005,0
Tetanus,Butte,2006,0
Tetanus,Butte,2007,0
Tetanus,Butte,2008,0
Tetanus,Butte,2009,0
Tetanus,Butte,2010,0
Tetanus,Butte,2011,0
Tetanus,Butte,2012,0
Tetanus,Butte,2013,0
Tetanus,Butte,2014,0
Tetanus,Butte,2015,0
Tetanus,Butte,2016,0
Tetanus,Butte,2017,0
Tetanus,Butte,2018,0
Tetanus,Calaveras,2001,0
Tetanus,Calaveras,2002,0
Tetanus,Calaveras,2003,0
Tetanus,Calaveras,2004,0
Tetanus,Calaveras,2005,0
Tetanus,Calaveras,2006,0
Tetanus,Calaveras,2007,0
Tetanus,Calaveras,2008,0
Tetanus,Calaveras,2009,0
Tetanus,Calaveras,2010,0
Tetanus,Calaveras,2011,0
Tetanus,Calaveras,2012,0
Tetanus,Calaveras,2013,0
Tetanus,Calaveras,2014,0
Tetanus,Calaveras,2015,0
Tetanus,Calaveras,2016,0
Tetanus,Calaveras,2017,0
Tetanus,Calaveras,2018,0
Tetanus,California,2001,10
Tetanus,California,2002,8
Tetanus,California,2003,5
Tetanus,California,2004,6
Tetanus,California,2005,7
Tetanus,California,2006,11
Tetanus,California,2007,4
Tetanus,California,2008,4
Tetanus,California,2009,5
Tetanus,California,2010,0
Tetanus,California,2011,3
Tetanus,California,2012,4
Tetanus,California,2013,4
Tetanus,California,2014,4
Tetanus,California,2015,3
Tetanus,California,2016,1
Tetanus,California,2017,2
Tetanus,California,2018,0
Tetanus,Colusa,2001,0
Tetanus,Colusa,2002,0
Tetanus,Colusa,2003,0
Tetanus,Colusa,2004,0
Tetanus,Colusa,2005,0
Tetanus,Colusa,2006,0
Tetanus,Colusa,2007,0
Tetanus,Colusa,2008,0
Tetanus,Colusa,2009,0
Tetanus,Colusa,2010,0
Tetanus,Colusa,2011,0
Tetanus,Colusa,2012,0
Tetanus,Colusa,2013,0
Tetanus,Colusa,2014,0
Tetanus,Colusa,2015,0
Tetanus,Colusa,2016,0
Tetanus,Colusa,2017,0
Tetanus,Colusa,2018,0
Tetanus,Contra Costa,2001,0
Tetanus,Contra Costa,2002,0
Tetanus,Contra Costa,2003,0
Tetanus,Contra Costa,2004,0
Tetanus,Contra Costa,2005,0
Tetanus,Contra Costa,2006,0
Tetanus,Contra Costa,2007,0
Tetanus,Contra Costa,2008,0
Tetanus,Contra Costa,2009,0
Tetanus,Contra Costa,2010,0
Tetanus,Contra Costa,2011,0
Tetanus,Contra Costa,2012,1
Tetanus,Contra Costa,2013,0
Tetanus,Contra Costa,2014,0
Tetanus,Contra Costa,2015,0
Tetanus,Contra Costa,2016,0
Tetanus,Contra Costa,2017,0
Tetanus,Contra Costa,2018,0
Tetanus,Del Norte,2001,0
Tetanus,Del Norte,2002,0
Tetanus,Del Norte,2003,0
Tetanus,Del Norte,2004,0
Tetanus,Del Norte,2005,0
Tetanus,Del Norte,2006,0
Tetanus,Del Norte,2007,0
Tetanus,Del Norte,2008,0
Tetanus,Del Norte,2009,0
Tetanus,Del Norte,2010,0
Tetanus,Del Norte,2011,0
Tetanus,Del Norte,2012,0
Tetanus,Del Norte,2013,0
Tetanus,Del Norte,2014,0
Tetanus,Del Norte,2015,0
Tetanus,Del Norte,2016,0
Tetanus,Del Norte,2017,0
Tetanus,Del Norte,2018,0
Tetanus,El Dorado,2001,0
Tetanus,El Dorado,2002,0
Tetanus,El Dorado,2003,0
Tetanus,El Dorado,2004,0
Tetanus,El Dorado,2005,1
Tetanus,El Dorado,2006,0
Tetanus,El Dorado,2007,0
Tetanus,El Dorado,2008,0
Tetanus,El Dorado,2009,0
Tetanus,El Dorado,2010,0
Tetanus,El Dorado,2011,0
Tetanus,El Dorado,2012,0
Tetanus,El Dorado,2013,0
Tetanus,El Dorado,2014,0
Tetanus,El Dorado,2015,0
Tetanus,El Dorado,2016,0
Tetanus,El Dorado,2017,0
Tetanus,El Dorado,2018,0
Tetanus,Fresno,2001,1
Tetanus,Fresno,2002,0
Tetanus,Fresno,2003,1
Tetanus,Fresno,2004,0
Tetanus,Fresno,2005,1
Tetanus,Fresno,2006,0
Tetanus,Fresno,2007,0
Tetanus,Fresno,2008,0
Tetanus,Fresno,2009,1
Tetanus,Fresno,2010,0
Tetanus,Fresno,2011,0
Tetanus,Fresno,2012,0
Tetanus,Fresno,2013,0
Tetanus,Fresno,2014,0
Tetanus,Fresno,2015,0
Tetanus,Fresno,2016,0
Tetanus,Fresno,2017,0
Tetanus,Fresno,2018,0
Tetanus,Glenn,2001,0
Tetanus,Glenn,2002,0
Tetanus,Glenn,2003,0
Tetanus,Glenn,2004,0
Tetanus,Glenn,2005,0
Tetanus,Glenn,2006,0
Tetanus,Glenn,2007,0
Tetanus,Glenn,2008,0
Tetanus,Glenn,2009,0
Tetanus,Glenn,2010,0
Tetanus,Glenn,2011,0
Tetanus,Glenn,2012,0
Tetanus,Glenn,2013,0
Tetanus,Glenn,2014,0
Tetanus,Glenn,2015,0
Tetanus,Glenn,2016,0
Tetanus,Glenn,2017,0
Tetanus,Glenn,2018,0
Tetanus,Humboldt,2001,0
Tetanus,Humboldt,2002,0
Tetanus,Humboldt,2003,0
Tetanus,Humboldt,2004,0
Tetanus,Humboldt,2005,0
Tetanus,Humboldt,2006,0
Tetanus,Humboldt,2007,0
Tetanus,Humboldt,2008,0
Tetanus,Humboldt,2009,0
Tetanus,Humboldt,2010,0
Tetanus,Humboldt,2011,0
Tetanus,Humboldt,2012,0
Tetanus,Humboldt,2013,0
Tetanus,Humboldt,2014,0
Tetanus,Humboldt,2015,0
Tetanus,Humboldt,2016,0
Tetanus,Humboldt,2017,0
Tetanus,Humboldt,2018,0
Tetanus,Imperial,2001,0
Tetanus,Imperial,2002,0
Tetanus,Imperial,2003,0
Tetanus,Imperial,2004,0
Tetanus,Imperial,2005,0
Tetanus,Imperial,2006,0
Tetanus,Imperial,2007,0
Tetanus,Imperial,2008,1
Tetanus,Imperial,2009,1
Tetanus,Imperial,2010,0
Tetanus,Imperial,2011,0
Tetanus,Imperial,2012,0
Tetanus,Imperial,2013,0
Tetanus,Imperial,2014,1
Tetanus,Imperial,2015,0
Tetanus,Imperial,2016,0
Tetanus,Imperial,2017,0
Tetanus,Imperial,2018,0
Tetanus,Inyo,2001,0
Tetanus,Inyo,2002,0
Tetanus,Inyo,2003,0
Tetanus,Inyo,2004,0
Tetanus,Inyo,2005,0
Tetanus,Inyo,2006,0
Tetanus,Inyo,2007,0
Tetanus,Inyo,2008,0
Tetanus,Inyo,2009,0
Tetanus,Inyo,2010,0
Tetanus,Inyo,2011,0
Tetanus,Inyo,2012,0
Tetanus,Inyo,2013,0
Tetanus,Inyo,2014,0
Tetanus,Inyo,2015,0
Tetanus,Inyo,2016,0
Tetanus,Inyo,2017,0
Tetanus,Inyo,2018,0
Tetanus,Kern,2001,0
Tetanus,Kern,2002,0
Tetanus,Kern,2003,0
Tetanus,Kern,2004,0
Tetanus,Kern,2005,0
Tetanus,Kern,2006,0
Tetanus,Kern,2007,0
Tetanus,Kern,2008,0
Tetanus,Kern,2009,0
Tetanus,Kern,2010,0
Tetanus,Kern,2011,0
Tetanus,Kern,2012,0
Tetanus,Kern,2013,0
Tetanus,Kern,2014,0
Tetanus,Kern,2015,0
Tetanus,Kern,2016,0
Tetanus,Kern,2017,0
Tetanus,Kern,2018,0
Tetanus,Kings,2001,0
Tetanus,Kings,2002,0
Tetanus,Kings,2003,0
Tetanus,Kings,2004,0
Tetanus,Kings,2005,0
Tetanus,Kings,2006,0
Tetanus,Kings,2007,0
Tetanus,Kings,2008,0
Tetanus,Kings,2009,0
Tetanus,Kings,2010,0
Tetanus,Kings,2011,0
Tetanus,Kings,2012,0
Tetanus,Kings,2013,0
Tetanus,Kings,2014,0
Tetanus,Kings,2015,0
Tetanus,Kings,2016,0
Tetanus,Kings,2017,0
Tetanus,Kings,2018,0
Tetanus,Lake,2001,0
Tetanus,Lake,2002,0
Tetanus,Lake,2003,0
Tetanus,Lake,2004,0
Tetanus,Lake,2005,0
Tetanus,Lake,2006,0
Tetanus,Lake,2007,0
Tetanus,Lake,2008,0
Tetanus,Lake,2009,0
Tetanus,Lake,2010,0
Tetanus,Lake,2011,0
Tetanus,Lake,2012,0
Tetanus,Lake,2013,0
Tetanus,Lake,2014,0
Tetanus,Lake,2015,0
Tetanus,Lake,2016,0
Tetanus,Lake,2017,0
Tetanus,Lake,2018,0
Tetanus,Lassen,2001,0
Tetanus,Lassen,2002,0
Tetanus,Lassen,2003,0
Tetanus,Lassen,2004,0
Tetanus,Lassen,2005,0
Tetanus,Lassen,2006,0
Tetanus,Lassen,2007,0
Tetanus,Lassen,2008,0
Tetanus,Lassen,2009,0
Tetanus,Lassen,2010,0
Tetanus,Lassen,2011,0
Tetanus,Lassen,2012,0
Tetanus,Lassen,2013,0
Tetanus,Lassen,2014,0
Tetanus,Lassen,2015,0
Tetanus,Lassen,2016,0
Tetanus,Lassen,2017,0
Tetanus,Lassen,2018,0
Tetanus,Los Angeles,2001,2
Tetanus,Los Angeles,2002,2
Tetanus,Los Angeles,2003,1
Tetanus,Los Angeles,2004,2
Tetanus,Los Angeles,2005,0
Tetanus,Los Angeles,2006,4
Tetanus,Los Angeles,2007,0
Tetanus,Los Angeles,2008,2
Tetanus,Los Angeles,2009,0
Tetanus,Los Angeles,2010,0
Tetanus,Los Angeles,2011,0
Tetanus,Los Angeles,2012,0
Tetanus,Los Angeles,2013,1
Tetanus,Los Angeles,2014,1
Tetanus,Los Angeles,2015,1
Tetanus,Los Angeles,2016,0
Tetanus,Los Angeles,2017,0
Tetanus,Los Angeles,2018,0
Tetanus,Madera,2001,0
Tetanus,Madera,2002,0
Tetanus,Madera,2003,0
Tetanus,Madera,2004,0
Tetanus,Madera,2005,1
Tetanus,Madera,2006,0
Tetanus,Madera,2007,0
Tetanus,Madera,2008,0
Tetanus,Madera,2009,0
Tetanus,Madera,2010,0
Tetanus,Madera,2011,0
Tetanus,Madera,2012,0
Tetanus,Madera,2013,0
Tetanus,Madera,2014,0
Tetanus,Madera,2015,0
Tetanus,Madera,2016,0
Tetanus,Madera,2017,0
Tetanus,Madera,2018,0
Tetanus,Marin,2001,1
Tetanus,Marin,2002,0
Tetanus,Marin,2003,0
Tetanus,Marin,2004,0
Tetanus,Marin,2005,0
Tetanus,Marin,2006,0
Tetanus,Marin,2007,0
Tetanus,Marin,2008,0
Tetanus,Marin,2009,0
Tetanus,Marin,2010,0
Tetanus,Marin,2011,0
Tetanus,Marin,2012,0
Tetanus,Marin,2013,0
Tetanus,Marin,2014,0
Tetanus,Marin,2015,0
Tetanus,Marin,2016,0
Tetanus,Marin,2017,0
Tetanus,Marin,2018,0
Tetanus,Mariposa,2001,0
Tetanus,Mariposa,2002,0
Tetanus,Mariposa,2003,0
Tetanus,Mariposa,2004,0
Tetanus,Mariposa,2005,0
Tetanus,Mariposa,2006,0
Tetanus,Mariposa,2007,0
Tetanus,Mariposa,2008,0
Tetanus,Mariposa,2009,0
Tetanus,Mariposa,2010,0
Tetanus,Mariposa,2011,0
Tetanus,Mariposa,2012,0
Tetanus,Mariposa,2013,0
